DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
211311870,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,1320,13,Newton,1361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0601 0334 0202 0421 0319 0913,55,M,B,217.0,AUTO REPAIR SHOP,AO,Adult Other,230.0,300 W  VERNON                       AV,34.0038,-118.279
210118168,10/06/2021 12:00:00 AM,10/06/2021 12:00:00 AM,1550,1,Central,182,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0919 1300 1309 0416,38,M,H,101.0,STREET,AO,Adult Other,230.0,11TH,34.0409,-118.2609
231705009,01/19/2023 12:00:00 AM,01/01/2023 12:00:00 AM,1900,17,Devonshire,1793,2,860,BATTERY WITH SEXUAL CONTACT,0522 1258 1251 0913 1817,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,860.0,8600    WYSTONE                      AV,34.2264,-118.5471
200217635,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,1840,2,Rampart,245,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0603 0400,50,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,2500 W  6TH                          ST,34.0617,-118.2795
210617400,10/14/2021 12:00:00 AM,10/14/2021 12:00:00 AM,1610,6,Hollywood,676,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0400 0913 0361,38,M,H,102.0,SIDEWALK,AO,Adult Other,930.0,5800    GREGORY                      AV,34.0862,-118.3222
200812097,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,100,8,West LA,895,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0400 1251 1259,14,M,B,514.0,GROUP HOME,IC,Invest Cont,810.0,3200    MOTOR                        AV,34.031,-118.411
212014966,09/30/2021 12:00:00 AM,09/20/2021 12:00:00 AM,640,20,Olympic,2023,1,330,BURGLARY FROM VEHICLE,0344,56,M,K,108.0,PARKING LOT,IC,Invest Cont,330.0,400 S  ARDMORE                      AV,34.0654,-118.3016
242112270,10/09/2024 12:00:00 AM,10/01/2024 12:00:00 AM,1739,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2028 0325,0,M,W,405.0,CLOTHING STORE,IC,Invest Cont,442.0,6700    FALLBROOK                    AV,34.1883,-118.6274
230504486,01/10/2023 12:00:00 AM,11/14/2022 12:00:00 AM,1030,5,Harbor,515,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1257 0552 0913,2,M,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,627.0,1400 N  MARINE                       AV,33.7911,-118.2646
210905396,02/05/2021 12:00:00 AM,01/25/2021 12:00:00 AM,1555,9,Van Nuys,906,2,354,THEFT OF IDENTITY,0377 1822 0922,55,M,W,605.0,AUTOMATED TELLER MACHINE (ATM),IC,Invest Cont,354.0,7500    HAZELTINE                    AV,34.206,-118.4445
211821194,11/22/2021 12:00:00 AM,11/20/2021 12:00:00 AM,1700,18,Southeast,1801,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0321 0354,46,M,H,108.0,PARKING LOT,IC,Invest Cont,420.0,8600    DENVER                       AV,33.9587,-118.2839
212009992,05/25/2021 12:00:00 AM,05/23/2021 12:00:00 AM,2030,20,Olympic,2035,1,330,BURGLARY FROM VEHICLE,1822 1307 0344,34,F,H,101.0,STREET,IC,Invest Cont,330.0,3300    WILSHIRE                     BL,34.0618,-118.299
201107076,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1240,11,Northeast,1118,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0445 1501,19,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,230.0,5800 N  FIGUEROA                     ST,34.114,-118.1949
211215973,07/18/2021 12:00:00 AM,07/15/2021 12:00:00 AM,1100,12,77th Street,1233,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,6100 S  HARVARD                      BL,33.9832,-118.3068
222118022,12/22/2022 12:00:00 AM,12/20/2022 12:00:00 AM,1435,21,Topanga,2183,1,330,BURGLARY FROM VEHICLE,0344 0930 0386,50,F,W,403.0,DRUG STORE,IC,Invest Cont,330.0,CALABASAS                    RD,34.1587,-118.6364
220607555,03/17/2022 12:00:00 AM,03/17/2022 12:00:00 AM,1715,6,Hollywood,646,1,210,ROBBERY,1822 2004 0344 0400 0334 1402,20,M,W,101.0,STREET,AA,Adult Arrest,210.0,CAHUENGA,34.1016,-118.3295
231310353,05/07/2023 12:00:00 AM,05/07/2023 12:00:00 AM,930,13,Newton,1381,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0448 0408 0444 0913,34,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,626.0,60TH                         ST,33.9851,-118.2783
242108973,05/10/2024 12:00:00 AM,05/09/2024 12:00:00 AM,2040,21,Topanga,2139,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,39,F,H,101.0,STREET,IC,Invest Cont,420.0,19900    COVELLO                      ST,34.2075,-118.5668
231419374,10/25/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1030,14,Pacific,1475,2,624,BATTERY - SIMPLE ASSAULT,0416,9,M,B,710.0,OTHER PREMISE,AO,Adult Other,624.0,8400    EMERSON                      AV,33.9671,-118.4095
221117419,12/13/2022 12:00:00 AM,12/11/2022 12:00:00 AM,2000,11,Northeast,1177,1,330,BURGLARY FROM VEHICLE,1302 1608 0344 1609,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,330.0,900    SAN FERNANDO                 RD,34.091,-118.2277
221917037,10/26/2022 12:00:00 AM,10/17/2022 12:00:00 AM,1130,19,Mission,1944,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,440.0,14300    FOX                          ST,34.2725,-118.4448
230815121,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,1530,8,West LA,889,2,625,OTHER ASSAULT,1822 0917 0356,19,M,H,108.0,PARKING LOT,IC,Invest Cont,625.0,1800    LA CIENEGA                   BL,34.0425,-118.3818
231706301,02/19/2023 12:00:00 AM,02/18/2023 12:00:00 AM,2330,17,Devonshire,1723,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,F,W,207.0,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,440.0,21300    DEVONSHIRE                   ST,34.2651,-118.582
200605883,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,2020,6,Hollywood,668,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1300 1310 0344 1231 1822 0104,58,M,O,114.0,TAXI,IC,Invest Cont,951.0,FOUNTAIN,34.0948,-118.3114
220408245,05/03/2022 12:00:00 AM,05/03/2022 12:00:00 AM,1500,4,Hollenbeck,463,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0400 0416,37,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,626.0,300 N  ST LOUIS                     ST,34.0462,-118.2153
221713052,09/01/2022 12:00:00 AM,09/01/2022 12:00:00 AM,700,17,Devonshire,1781,1,310,BURGLARY,0329 0344 1607,21,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,8700    INDEPENDENCE                 AV,34.2282,-118.5907
220321119,11/03/2022 12:00:00 AM,11/03/2022 12:00:00 AM,400,3,Southwest,353,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1300 1822 0344 0385,44,F,B,101.0,STREET,IC,Invest Cont,331.0,3600    BUCKINGHAM                   RD,34.0232,-118.3404
210113494,07/14/2021 12:00:00 AM,07/14/2021 12:00:00 AM,1130,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 2004 0447,43,M,H,101.0,STREET,AO,Adult Other,230.0,FIGUEROA,34.0627,-118.2463
240306304,02/14/2024 12:00:00 AM,02/11/2024 12:00:00 AM,100,3,Southwest,338,1,330,BURGLARY FROM VEHICLE,1251 1822 0344 1601 1300,21,M,I,108.0,PARKING LOT,IC,Invest Cont,330.0,1100 W  29TH                         ST,34.0284,-118.284
231712977,07/21/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1411,17,Devonshire,1743,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,19,F,O,103.0,ALLEY,IC,Invest Cont,740.0,RESEDA                       BL,34.2591,-118.5361
211404571,01/12/2021 12:00:00 AM,01/11/2021 12:00:00 AM,1950,14,Pacific,1441,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,28,F,W,101.0,STREET,IC,Invest Cont,420.0,2500    PACIFIC                      AV,33.9826,-118.4681
202009998,05/21/2020 12:00:00 AM,05/19/2020 12:00:00 AM,2215,20,Olympic,2026,1,330,BURGLARY FROM VEHICLE,1822 0344,36,M,H,101.0,STREET,IC,Invest Cont,330.0,400 S  BERENDO                      ST,34.0674,-118.2941
231811706,06/09/2023 12:00:00 AM,06/09/2023 12:00:00 AM,1130,18,Southeast,1861,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1202 2004,68,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,11400    MENLO                        AV,33.931,-118.2893
231814125,07/28/2023 12:00:00 AM,07/28/2023 12:00:00 AM,945,18,Southeast,1801,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 0913 0553 0344 2001 0602,26,F,B,101.0,STREET,IC,Invest Cont,440.0,86TH                         PL,33.9555,-118.2871
231220807,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1300,12,77th Street,1245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,64,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,6300 S  NORMANDIE                    AV,33.9824,-118.3003
240310260,05/06/2024 12:00:00 AM,05/06/2024 12:00:00 AM,1547,3,Southwest,334,1,210,ROBBERY,0104 0446 0315 0444 2024 0945 0416,23,X,X,210.0,RESTAURANT/FAST FOOD,JA,Juv Arrest,210.0,2800    CRENSHAW                     BL,34.0311,-118.3351
241604070,01/03/2024 12:00:00 AM,01/03/2024 12:00:00 AM,525,16,Foothill,1612,2,901,VIOLATION OF RESTRAINING ORDER,2038,38,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,13000    WEIDNER                      ST,34.2777,-118.4163
232007844,04/07/2023 12:00:00 AM,04/05/2023 12:00:00 AM,2300,20,Olympic,2071,1,761,BRANDISH WEAPON,1202 0334 1822 1309,59,F,H,101.0,STREET,AO,Adult Other,761.0,WILTON                       PL,34.0472,-118.3145
220109770,04/07/2022 12:00:00 AM,04/07/2022 12:00:00 AM,1,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,64,M,H,102.0,SIDEWALK,IC,Invest Cont,624.0,7TH,34.042,-118.2625
230707700,03/27/2023 12:00:00 AM,03/27/2023 12:00:00 AM,1645,7,Wilshire,726,2,624,BATTERY - SIMPLE ASSAULT,0416 2004 0444 0417,25,M,H,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,100 S  LA BREA                      AV,34.0726,-118.3463
201307302,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,2300,13,Newton,1331,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,34,M,H,101.0,STREET,IC,Invest Cont,420.0,HOPE                         ST,34.022,-118.277
241312555,08/27/2024 12:00:00 AM,08/25/2024 12:00:00 AM,1725,13,Newton,1321,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,43,M,W,101.0,STREET,IC,Invest Cont,341.0,2500 S  GRAND                        AV,34.0274,-118.2717
230815325,10/06/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1800,8,West LA,884,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0910 2050 2052 0344 2032,66,M,B,952.0,MTA - EXPO LINE - WESTWOOD/RANCHO PARK,IC,Invest Cont,341.0,SEPULVEDA                    BL,34.037,-118.4351
210706045,02/24/2021 12:00:00 AM,02/23/2021 12:00:00 AM,2016,7,Wilshire,736,2,354,THEFT OF IDENTITY,1822 0928,36,F,W,710.0,OTHER PREMISE,IC,Invest Cont,354.0,400 S  DETROIT                      ST,34.0649,-118.3451
211519137,12/26/2021 12:00:00 AM,12/26/2021 12:00:00 AM,1815,15,N Hollywood,1522,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1814,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,13000    SHERMAN                      WY,34.2012,-118.416
210614477,08/17/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1700,6,Hollywood,639,2,354,THEFT OF IDENTITY,1822 0923 0349,51,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,1700 N  NORMANDIE                    AV,34.1036,-118.3049
200312385,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,310,3,Southwest,375,1,510,VEHICLE - STOLEN,1402 0342 2004,0,X,X,101.0,STREET,IC,Invest Cont,510.0,39TH,34.0146,-118.3152
221420695,10/03/2022 12:00:00 AM,05/17/2022 12:00:00 AM,1930,14,Pacific,1415,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,28,F,O,119.0,"PORCH, RESIDENTIAL",IC,Invest Cont,440.0,900    VERNON                       AV,33.9997,-118.4645
201011098,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2000,10,West Valley,1063,1,761,BRANDISH WEAPON,1310 0334 1802 0913,29,F,H,108.0,PARKING LOT,AO,Adult Other,761.0,5500    RESEDA                       BL,34.1701,-118.536
200504363,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,800,5,Harbor,515,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,36,M,B,518.0,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,Invest Cont,440.0,1500 N  AVALON                       BL,33.7948,-118.2694
230614216,08/19/2023 12:00:00 AM,08/18/2023 12:00:00 AM,2300,6,Hollywood,676,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300 1609,27,M,O,108.0,PARKING LOT,IC,Invest Cont,740.0,COLE,34.0871,-118.3299
201107708,03/25/2020 12:00:00 AM,03/24/2020 12:00:00 AM,2200,11,Northeast,1178,1,330,BURGLARY FROM VEHICLE,1608 0344,42,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,330.0,900    ISABEL                       ST,34.0942,-118.2213
211105541,02/15/2021 12:00:00 AM,02/15/2021 12:00:00 AM,1444,11,Northeast,1102,1,310,BURGLARY,0344 0104,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,2900    LOS FELIZ                    BL,34.1367,-118.2713
220714349,09/20/2022 12:00:00 AM,09/20/2022 12:00:00 AM,1516,7,Wilshire,722,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,343.0,8400    BEVERLY                      BL,34.0761,-118.3732
231913197,08/23/2023 12:00:00 AM,08/22/2023 12:00:00 AM,1900,19,Mission,1991,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,8000    LANGDON                      AV,34.216,-118.4678
221821661,12/04/2022 12:00:00 AM,12/03/2022 12:00:00 AM,1230,18,Southeast,1863,2,354,THEFT OF IDENTITY,1822 0100 0930 0922,43,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,300 E  118TH                        PL,33.9256,-118.2696
201900626,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2030,19,Mission,1925,2,901,VIOLATION OF RESTRAINING ORDER,2038 1402 2000,44,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,12500    BRADLEY                      AV,34.2975,-118.4495
210213451,08/16/2021 12:00:00 AM,08/14/2021 12:00:00 AM,2100,2,Rampart,201,1,330,BURGLARY FROM VEHICLE,0321 0344 0342 1822 1601 0386,32,M,W,101.0,STREET,IC,Invest Cont,330.0,4700    WILLOW BROOK                 AV,34.0894,-118.295
231005968,02/20/2023 12:00:00 AM,02/19/2023 12:00:00 AM,2200,10,West Valley,1001,1,310,BURGLARY,0344 1606 1822 1202,65,M,W,101.0,STREET,IC,Invest Cont,310.0,19200    ARMINTA                      ST,34.2138,-118.5514
241106910,03/22/2024 12:00:00 AM,03/15/2024 12:00:00 AM,1100,11,Northeast,1107,2,354,THEFT OF IDENTITY,0929 0928 1822,57,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,1200    OAK GROVE                    DR,34.1314,-118.1931
231322519,12/25/2023 12:00:00 AM,12/25/2023 12:00:00 AM,800,13,Newton,1371,2,354,THEFT OF IDENTITY,0922,28,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,100 W  58TH                         ST,33.9897,-118.2739
202115945,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,15,21,Topanga,2187,2,624,BATTERY - SIMPLE ASSAULT,0605 0444 0416 1822,43,M,B,102.0,SIDEWALK,AO,Adult Other,624.0,21000    VENTURA                      BL,34.1667,-118.5908
200321396,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1840,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,1822 0342 0444,25,M,H,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,4000    CRENSHAW                     BL,34.0126,-118.3403
220300676,05/31/2022 12:00:00 AM,05/31/2022 12:00:00 AM,2101,3,Southwest,321,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1419 1407 1309,21,X,X,101.0,STREET,AA,Adult Arrest,753.0,5600    CORBETT                      ST,34.0247,-118.3669
210704443,01/13/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1800,7,Wilshire,735,2,624,BATTERY - SIMPLE ASSAULT,0416,31,F,B,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,5600    WILSHIRE                     BL,34.0633,-118.3473
232004156,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,950,20,Olympic,2039,2,624,BATTERY - SIMPLE ASSAULT,0416 0377 1823 1822 0446,38,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,2800    LEEWARD                      AV,34.0587,-118.2842
210410056,06/25/2021 12:00:00 AM,05/24/2021 12:00:00 AM,1600,4,Hollenbeck,408,2,354,THEFT OF IDENTITY,0100,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,3700    PUEBLO                       AV,34.0877,-118.1749
201915174,10/02/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1600,19,Mission,1964,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,25,M,H,101.0,STREET,IC,Invest Cont,420.0,9100    KESTER                       AV,34.2355,-118.4569
210113834,07/21/2021 12:00:00 AM,07/20/2021 12:00:00 AM,2100,1,Central,133,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,20,M,Z,108.0,PARKING LOT,IC,Invest Cont,330.0,200 S  BROADWAY,34.0522,-118.2469
220915056,10/12/2022 12:00:00 AM,09/26/2022 12:00:00 AM,1445,9,Van Nuys,998,2,662,"BUNCO, GRAND THEFT",1822 0344,68,M,W,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,662.0,12900    VENTURA                      BL,34.1451,-118.4137
212111043,07/05/2021 12:00:00 AM,07/05/2021 12:00:00 AM,1240,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,35,M,X,406.0,OTHER STORE,IC,Invest Cont,442.0,6600    FALLBROOK                    AV,34.1883,-118.6274
212108840,05/13/2021 12:00:00 AM,05/13/2021 12:00:00 AM,630,21,Topanga,2134,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0327 0326 0385,50,M,W,104.0,DRIVEWAY,IC,Invest Cont,331.0,22500    CANTLAY                      ST,34.2021,-118.6167
231314499,07/25/2023 12:00:00 AM,07/25/2023 12:00:00 AM,952,13,Newton,1323,1,210,ROBBERY,0336 0344 0448 1822 1309 0305 1313 1251,17,M,H,102.0,SIDEWALK,IC,Invest Cont,210.0,21ST,34.0241,-118.2548
221221755,10/13/2022 12:00:00 AM,10/08/2022 12:00:00 AM,41,12,77th Street,1265,2,354,THEFT OF IDENTITY,0100,33,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,8500 S  VERMONT                      AV,33.9611,-118.2917
230805931,02/16/2023 12:00:00 AM,02/16/2023 12:00:00 AM,1537,8,West LA,889,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,442.0,1800    LA CIENEGA                   BL,34.0425,-118.3818
211214833,06/25/2021 12:00:00 AM,04/12/2021 12:00:00 AM,10,12,77th Street,1241,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0929,52,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,341.0,6200    CRENSHAW                     BL,33.9842,-118.3309
210615059,08/27/2021 12:00:00 AM,08/27/2021 12:00:00 AM,1425,6,Hollywood,677,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0419 0447 0913 1814,24,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,5100    MELROSE                      AV,34.0865,-118.3169
210905881,02/17/2021 12:00:00 AM,02/16/2021 12:00:00 AM,1600,9,Van Nuys,935,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,21,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,14200    SYLVAN                       ST,34.1847,-118.4422
201709310,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1715,17,Devonshire,1794,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0319 0329,54,M,A,108.0,PARKING LOT,IC,Invest Cont,740.0,8300    RESEDA                       BL,34.2207,-118.5361
230210800,05/17/2023 12:00:00 AM,05/16/2023 12:00:00 AM,1853,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,IC,Invest Cont,442.0,600 N  DILLON                       ST,34.0786,-118.2788
240107801,02/23/2024 12:00:00 AM,02/22/2024 12:00:00 AM,2230,1,Central,171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1234 0344 2032,38,F,H,207.0,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,341.0,800 W  OLYMPIC                      BL,34.045,-118.264
221225371,11/27/2022 12:00:00 AM,11/24/2022 12:00:00 AM,1435,12,77th Street,1231,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,F,B,101.0,STREET,IC,Invest Cont,440.0,BUCKLER                      AV,33.9862,-118.3519
231518237,11/29/2023 12:00:00 AM,11/28/2023 12:00:00 AM,1415,15,N Hollywood,1517,2,886,DISTURBING THE PEACE,1822 0421 0422 0910,40,M,W,102.0,SIDEWALK,IC,Invest Cont,886.0,11200    KITTRIDGE                    ST,34.1937,-118.3748
220211777,06/11/2022 12:00:00 AM,06/11/2022 12:00:00 AM,1845,2,Rampart,295,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0419 0408 2004,28,F,H,101.0,STREET,AO,Adult Other,236.0,1100 W  17TH                         ST,34.0406,-118.2798
211905579,02/15/2021 12:00:00 AM,02/15/2021 12:00:00 AM,1040,19,Mission,1925,2,624,BATTERY - SIMPLE ASSAULT,0554 0913 2038 0416,41,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,624.0,14400    CARLSBAD                     ST,34.2939,-118.4481
220605108,01/25/2022 12:00:00 AM,01/25/2022 12:00:00 AM,2140,6,Hollywood,647,1,330,BURGLARY FROM VEHICLE,1300 1307 0344 1822,25,M,W,108.0,PARKING LOT,IC,Invest Cont,330.0,SUNSET,34.098,-118.3223
240909558,06/05/2024 12:00:00 AM,06/05/2024 12:00:00 AM,2115,9,Van Nuys,914,2,354,THEFT OF IDENTITY,1822 0928,41,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,14700    HARTLAND                     ST,34.1948,-118.4541
232105168,02/02/2023 12:00:00 AM,02/02/2023 12:00:00 AM,1730,21,Topanga,2196,2,624,BATTERY - SIMPLE ASSAULT,0444,55,M,W,102.0,SIDEWALK,AO,Adult Other,624.0,20900    ARCANA                       RD,34.1493,-118.5886
240607888,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,100,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,SUNSET,34.098,-118.3353
210117187,09/20/2021 12:00:00 AM,09/20/2021 12:00:00 AM,1340,1,Central,145,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1501,50,M,B,203.0,OTHER BUSINESS,AO,Adult Other,901.0,100 E  5TH                          ST,34.0471,-118.2474
240506644,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,1130,5,Harbor,584,2,886,DISTURBING THE PEACE,0603,45,M,W,101.0,STREET,IC,Invest Cont,886.0,1000 W  31ST                         ST,33.7184,-118.3003
230517023,12/18/2023 12:00:00 AM,12/10/2023 12:00:00 AM,1000,5,Harbor,585,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0349,46,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341.0,1100 W  22ND                         ST,33.7243,-118.3013
220125122,11/23/2022 12:00:00 AM,11/22/2022 12:00:00 AM,2100,1,Central,164,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,45,M,W,108.0,PARKING LOT,IC,Invest Cont,330.0,600 S  SPRING                       ST,34.046,-118.251
221705752,02/20/2022 12:00:00 AM,02/20/2022 12:00:00 AM,1930,17,Devonshire,1758,1,520,VEHICLE - ATTEMPT STOLEN,1202 0329 1300,67,F,H,101.0,STREET,IC,Invest Cont,520.0,16100    LASSEN                       ST,34.2537,-118.4863
